# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 27 14:20:48 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbperstr < 10
# CONSTRAINT:  and pl_radestr > 4
# CONSTRAINT:  and ttv_flag = 0
# CONSTRAINT:  and pl_trandepstr > 0.5
# CONSTRAINT:  and pl_trandurstr < 4
# CONSTRAINT:  and sy_vmagstr < 12.9)
#
# COLUMN pl_name:        Planet Name
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tsystemref:  Time Reference Frame and Standard
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN elat:           Ecliptic Latitude [deg]
# COLUMN elon:           Ecliptic Longitude [deg]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_umag:        u (Sloan) Magnitude
# COLUMN sy_gmag:        g (Sloan) Magnitude
# COLUMN sy_rmag:        r (Sloan) Magnitude
# COLUMN sy_imag:        i (Sloan) Magnitude
# COLUMN sy_zmag:        z (Sloan) Magnitude
# COLUMN sy_w1mag:       W1 (WISE) Magnitude
# COLUMN sy_w2mag:       W2 (WISE) Magnitude
# COLUMN sy_w3mag:       W3 (WISE) Magnitude
# COLUMN sy_w4mag:       W4 (WISE) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_icmag:       I (Cousins) Magnitude
# COLUMN sy_tmag:        TESS Magnitude
# COLUMN sy_kepmag:      Kepler Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,rastr,ra,decstr,dec,default_flag,pl_refname,pl_orbper,pl_rade,pl_radj,pl_orbeccen,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_refname,st_teff,st_rad,st_logg,sy_refname,glat,glon,elat,elon,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,rowupdate,pl_pubdate,releasedate
WASP-76 b,01h46m31.90s,26.6329360,+02d42m01.40s,2.7003890,0,<a refstr=FU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..108F/abstract target=ref>Fu et al. 2021</a>,1.80988158000,20.68056939,1.84500000,0.016000,88.50000,2457360.29300000,BJD-TDB,0,0.103000,1.18200000,3.7526000,4.078000,0.10873000,<a refstr=FU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..108F/abstract target=ref>Fu et al. 2021</a>,6366.00,1.744000,4.123300,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-57.34698,149.08514,-7.75221,25.68783,10.1320000,9.5180000,8.5410000,8.3310000,8.2430000,,,,,,8.1900000,8.2280000,8.2080000,8.0640000,9.3950700,,9.0270600,,2024-07-12,2021-09,2024-07-12
WASP-14 b,14h33m06.39s,218.2766247,+21d53m40.87s,21.8946875,0,<a refstr=JOSHI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1532J/abstract target=ref> Joshi et al. 2009 </a>,2.24375200000,14.36000000,1.28100000,0.091000,84.32000,2454463.57583000,HJD,0,,1.02000000,3.0600000,,,<a refstr=JOSHI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1532J/abstract target=ref> Joshi et al. 2009 </a>,6475.00,1.306000,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,66.33386,25.73857,34.80353,207.48577,10.1930000,9.7450000,8.8690000,8.6500000,8.6210000,,,,,,8.5670000,8.5950000,8.5750000,8.4390000,9.6464700,,9.3242300,,2018-04-25,2009-02,2014-05-14
WASP-14 b,14h33m06.39s,218.2766247,+21d53m40.87s,21.8946875,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,2.24384710000,14.28920000,1.27479923,,,2459689.30941200,BJD,0,,1.03100000,2.5740000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6458.00,1.330000,4.310000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,66.33386,25.73857,34.80353,207.48577,10.1930000,9.7450000,8.8690000,8.6500000,8.6210000,,,,,,8.5670000,8.5950000,8.5750000,8.4390000,9.6464700,,9.3242300,,2022-08-09,2017-07,2022-08-09
WASP-74 b,20h18m09.32s,304.5388430,-01d04m33.61s,-1.0760033,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,2.13766820000,15.75320000,1.40540879,,,2460532.27924700,BJD,0,,0.88190000,1.8790000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5806.00,1.600000,4.050000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-19.71107,42.20533,18.08205,306.60257,10.3910000,9.7500000,8.5480000,8.2860000,8.2210000,,,,,,8.1400000,8.1900000,8.1840000,8.0530010,9.5723000,,9.1305500,,2024-10-14,2017-07,2024-10-14
WASP-74 b,20h18m09.32s,304.5388430,-01d04m33.61s,-1.0760033,0,<a refstr=HELLIER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...18H/abstract target=ref>Hellier et al. 2015</a>,2.13775000000,17.48604000,1.56000000,0.000000,79.81000,2456506.89180000,HJD-UTC,0,0.860000,0.96100000,2.2920000,,,<a refstr=HELLIER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...18H/abstract target=ref>Hellier et al. 2015</a>,5970.00,1.640000,4.180000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-19.71107,42.20533,18.08205,306.60257,10.3910000,9.7500000,8.5480000,8.2860000,8.2210000,,,,,,8.1400000,8.1900000,8.1840000,8.0530010,9.5723000,,9.1305500,,2018-04-25,2015-07,2015-07-09
HAT-P-22 b,10h22m43.55s,155.6814593,+50d07m43.36s,50.1287115,0,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,3.21222000000,12.10600000,1.08000000,0.016000,86.90000,2454930.22001000,BJD-UTC,0,0.466000,0.88940000,2.8704000,8.550000,0.10650000,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,5302.00,1.040000,4.360000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,53.56645,163.64677,36.80858,136.85269,10.6180000,9.7630000,8.2930000,7.9350000,7.8370000,,,,,,7.5900000,7.7360000,7.7690000,7.7050000,9.5193600,,9.0070000,,2018-04-25,2011-12,2014-05-14
HAT-P-22 b,10h22m43.55s,155.6814593,+50d07m43.36s,50.1287115,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3.21223020000,13.03560000,1.16296034,,,2460362.10522700,BJD,0,,1.44290000,2.6530000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5357.70,1.040000,4.370000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,53.56645,163.64677,36.80858,136.85269,10.6180000,9.7630000,8.2930000,7.9350000,7.8370000,,,,,,7.5900000,7.7360000,7.7690000,7.7050000,9.5193600,,9.0070000,,2024-05-13,2017-07,2024-05-13
WASP-8 b,23h59m36.21s,359.9008737,-35d01m52.81s,-35.0313349,0,<a refstr=BORSATO_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.506.3810B/abstract target=ref>Borsato et al. 2021</a>,8.15872000000,12.55405838,1.12000000,0.304000,88.50000,2459093.20574000,BJD-TDB,0,0.470000,1.36000000,3.5000000,18.300000,0.11685000,<a refstr=BORSATO_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.506.3810B/abstract target=ref>Borsato et al. 2021</a>,5690.00,0.960000,4.420000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-76.39546,354.25134,-31.74190,344.33059,10.5190000,9.7890000,8.5010000,8.2180000,8.0860000,,,,,,7.9080000,7.9210000,7.9650000,7.8980000,9.6124900,,9.1468000,,2026-01-29,2021-09,2026-01-29
KELT-3 b,09h54m34.35s,148.6431193,+40d23m16.60s,40.3879446,0,<a refstr=PEPPER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...773...64P/abstract target=ref> Pepper et al. 2013 </a>,2.70339040000,15.07600000,1.34500000,0.000000,84.23000,2456034.29537000,BJD-TDB,0,0.606000,0.88200000,3.1512000,6.020000,0.09390000,<a refstr=PEPPER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...773...64P/abstract target=ref> Pepper et al. 2013 </a>,6306.00,1.472000,4.209000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,51.38017,181.25553,25.90195,136.30410,10.3010000,9.8160000,8.9630000,8.7280000,8.6620000,,,,,,8.5740000,8.6010000,8.6250000,8.0800000,9.7632400,,9.4335100,,2018-04-25,2013-08,2014-05-14
KELT-3 b,09h54m34.35s,148.6431193,+40d23m16.60s,40.3879446,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,2.70339420000,16.72000000,1.49166106,,,2459635.20726300,BJD,0,,1.03400000,2.9270000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6518.00,1.610000,4.150000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,51.38017,181.25553,25.90195,136.30410,10.3010000,9.8160000,8.9630000,8.7280000,8.6620000,,,,,,8.5740000,8.6010000,8.6250000,8.0800000,9.7632400,,9.4335100,,2022-08-08,2017-07,2022-08-08
HAT-P-1 b,22h57m46.89s,344.4453632,+38d40m29.71s,38.6749190,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4.46529860000,14.53310000,1.29655857,,,2460606.43688200,BJD,0,,1.44400000,2.5020000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6051.20,1.180000,4.350000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-19.03641,99.79172,41.04188,4.29186,,9.8270000,9.1560000,8.9230000,8.8580000,,,,,,8.7320000,8.7510000,8.6240000,8.3700000,10.1786000,,9.7603100,,2025-05-05,2017-07,2025-05-05
XO-3 b,04h21m52.70s,65.4695814,+57d49m01.95s,57.8172095,0,<a refstr=WINN_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...683.1076W/abstract target=ref> Winn et al. 2008 </a>,3.19152390000,13.64100000,1.21700000,0.260000,84.20000,2454449.86816000,HJD,0,,0.82000000,2.9880000,,,<a refstr=WINN_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...683.1076W/abstract target=ref> Winn et al. 2008 </a>,6429.00,1.377000,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,5.62845,148.09714,35.71627,74.19152,10.2740000,9.8540000,9.0130000,8.8450000,8.7910000,,,,,,8.7540000,8.7650000,8.7360000,8.3720000,9.7388900,,9.4410000,,2018-04-25,2008-08,2014-05-14
XO-3 b,04h21m52.70s,65.4695814,+57d49m01.95s,57.8172095,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3.19152570000,16.40910000,1.46392437,,,2460657.38255700,BJD,0,,0.85870000,2.7560000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6673.00,1.690000,4.130000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,5.62845,148.09714,35.71627,74.19152,10.2740000,9.8540000,9.0130000,8.8450000,8.7910000,,,,,,8.7540000,8.7650000,8.7360000,8.3720000,9.7388900,,9.4410000,,2025-08-28,2017-07,2023-02-22
WASP-69 b,21h00m06.23s,315.0259661,-05d05m41.49s,-5.0948570,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3.86814921753,12.26589028,1.09429132,,,2459798.77545900,BJD,0,,1.72599935,2.1610195,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4746.00,0.877591,4.432300,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-30.82613,43.85785,11.45250,315.96372,10.9350000,9.8730000,8.0320000,7.5430000,7.4590000,,,,,,7.3150000,7.4410000,7.4090000,7.3940000,9.4846600,,8.8628000,,2022-10-18,2017-07,2022-10-18
WASP-69 b,21h00m06.23s,315.0259661,-05d05m41.49s,-5.0948570,0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,3.86813820000,9.11300000,1.05700000,0.000000,86.71000,2455748.83344000,BJD-UTC,0,0.686000,1.78600000,2.2296000,,,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,4715.00,0.813000,4.535000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-30.82613,43.85785,11.45250,315.96372,10.9350000,9.8730000,8.0320000,7.5430000,7.4590000,,,,,,7.3150000,7.4410000,7.4090000,7.3940000,9.4846600,,8.8628000,,2018-04-25,2014-12,2014-10-15
WASP-178 b,15h09m04.88s,227.2703290,-42d42m17.88s,-42.7049658,0,<a refstr=RODR_IACUTE_GUEZ_MART_IACUTE_NEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..111M/abstract target=ref>Rodr&iacute;guez Mart&iacute;nez et al. 2020</a>,3.34484120000,21.74546000,1.94000000,0.000000,84.45000,2458321.86724000,BJD-TDB,0,0.628000,1.22500000,3.6336000,6.490000,0.11066000,<a refstr=RODR_IACUTE_GUEZ_MART_IACUTE_NEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..111M/abstract target=ref>Rodr&iacute;guez Mart&iacute;nez et al. 2020</a>,8640.00,1.801000,4.211000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.31509,328.19379,-24.05030,236.90097,10.0520000,9.9460000,9.7750000,9.7350000,9.7030000,,,,,,9.6700000,9.6830000,9.6450010,8.3600000,9.9122600,,9.8787000,,2020-11-13,2020-09,2020-11-19
WASP-178 b,15h09m04.88s,227.2703290,-42d42m17.88s,-42.7049658,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3.34483120000,21.20120000,1.89144763,,,2460087.93971900,BJD,0,,1.36260000,3.3220000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,9364.00,1.760000,4.320000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.31509,328.19379,-24.05030,236.90097,10.0520000,9.9460000,9.7750000,9.7350000,9.7030000,,,,,,9.6700000,9.6830000,9.6450010,8.3600000,9.9122600,,9.8787000,,2025-09-17,2017-07,2022-10-10
WASP-178 b,15h09m04.88s,227.2703290,-42d42m17.88s,-42.7049658,1,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,3.34482850000,20.28829000,1.81000000,0.000000,85.70000,2456927.06839000,HJD-UTC,0,0.540000,1.24300000,3.4704000,7.170000,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,9360.00,1.670000,4.310000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.31509,328.19379,-24.05030,236.90097,10.0520000,9.9460000,9.7750000,9.7350000,9.7030000,,,,,,9.6700000,9.6830000,9.6450010,8.3600000,9.9122600,,9.8787000,,2019-10-02,2019-11,2019-10-10
KELT-4 A b,10h28m15.03s,157.0626200,+25d34m23.29s,25.5731366,1,<a refstr=EASTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151...45E/abstract target=ref>Eastman et al. 2016</a>,2.98959320000,19.04409100,1.69900000,0.000000,83.16000,2456190.30201000,BJD-TDB,0,0.689000,1.18700000,3.4627200,5.792000,0.10893000,<a refstr=EASTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151...45E/abstract target=ref>Eastman et al. 2016</a>,6206.00,1.603000,4.108000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,57.99257,207.45808,14.84508,149.24509,10.4990000,9.9800000,9.0170000,8.7900000,8.6890000,,,,,,8.6040000,8.6360000,8.6370000,8.6000000,9.9570200,,9.6022000,,2021-05-17,2016-02,2021-05-17
KELT-4 A b,10h28m15.03s,157.0626200,+25d34m23.29s,25.5731366,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,2.98950920000,18.81822184,1.67885219,,,2459610.39046500,BJD,0,,1.21177789,3.3503883,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6317.00,1.613960,4.120000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,57.99257,207.45808,14.84508,149.24509,10.4990000,9.9800000,9.0170000,8.7900000,8.6890000,,,,,,8.6040000,8.6360000,8.6370000,8.6000000,9.9570200,,9.6022000,,2022-08-09,2017-07,2022-08-09
HAT-P-14 b,17h20m27.88s,260.1161719,+38d14m31.81s,38.2421682,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,4.62766400000,14.36940000,1.28195421,,,2459762.10033600,BJD,0,,0.61900000,2.3060000,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6727.60,1.550000,4.220000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,33.53751,62.58916,61.12638,253.78429,10.4120000,9.9880000,9.0940000,8.9270000,8.8510000,,,,,,8.8050000,8.8200000,8.7750000,8.7610000,9.8728300,,9.5441700,,2022-08-24,2017-07,2022-08-24
HAT-P-14 b,17h20m27.88s,260.1161719,+38d14m31.81s,38.2421682,0,<a refstr=TORRES_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...715..458T/abstract target=ref> Torres et al. 2010 </a>,4.62766900000,12.89000000,1.15000000,0.107000,83.50000,2454875.28938000,BJD-UTC,0,0.891000,0.64800000,2.1888000,8.870000,0.08050000,<a refstr=TORRES_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...715..458T/abstract target=ref> Torres et al. 2010 </a>,6600.00,1.468000,4.250000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,33.53751,62.58916,61.12638,253.78429,10.4120000,9.9880000,9.0940000,8.9270000,8.8510000,,,,,,8.8050000,8.8200000,8.7750000,8.7610000,9.8728300,,9.5441700,,2018-04-25,2010-05,2014-05-14
WASP-79 b,04h25m29.02s,66.3709016,-30d36m01.57s,-30.6004362,0,<a refstr=BROWN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B/abstract target=ref>Brown et al. 2017</a>,3.66239200000,17.14977000,1.53000000,0.000000,86.10000,2456215.45560000,BJD-TDB,0,0.500000,1.09000000,3.8160000,7.410000,,<a refstr=BROWN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B/abstract target=ref>Brown et al. 2017</a>,6600.00,1.510000,4.226000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-43.44491,230.54190,-51.32643,56.48510,10.4510000,10.0440000,9.2990000,9.1230000,9.0560000,,,,,,9.0300000,9.0450000,9.0110000,8.0630000,9.9720200,,9.6757000,,2020-10-16,2017-01,2020-10-22
WASP-79 b,04h25m29.02s,66.3709016,-30d36m01.57s,-30.6004362,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,3.66239178108,17.28055672,1.54167066,,,2459174.66934600,BJD,0,,1.22536583,3.7669692,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6600.00,1.485320,4.208920,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-43.44491,230.54190,-51.32643,56.48510,10.4510000,10.0440000,9.2990000,9.1230000,9.0560000,,,,,,9.0300000,9.0450000,9.0110000,8.0630000,9.9720200,,9.6757000,,2022-08-08,2017-07,2022-08-08
WASP-79 b,04h25m29.02s,66.3709016,-30d36m01.57s,-30.6004362,0,<a refstr=SMALLEY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..61S/abstract target=ref> Smalley et al. 2012 </a>,3.66238660000,23.43000000,2.09000000,0.000000,83.30000,2455545.23530000,HJD-UTC,0,0.706000,1.26800000,3.9864000,,,<a refstr=SMALLEY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..61S/abstract target=ref> Smalley et al. 2012 </a>,6600.00,1.910000,4.060000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-43.44491,230.54190,-51.32643,56.48510,10.4510000,10.0440000,9.2990000,9.1230000,9.0560000,,,,,,9.0300000,9.0450000,9.0110000,8.0630000,9.9720200,,9.6757000,,2018-04-25,2012-11,2014-05-14
WASP-131 b,14h00m46.46s,210.1935714,-30d35m00.99s,-30.5836084,0,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,5.32202300000,13.67498000,1.22000000,0.000000,85.00000,2456919.82360000,HJD-UTC,0,0.730000,0.66500000,3.8304000,,,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,6030.00,1.530000,4.089000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,29.95901,320.15263,-17.13288,218.85944,10.6210000,10.0680000,8.8950010,8.6530000,8.5730000,,,,,,8.5370000,8.5660000,8.5230000,8.1920000,9.8670800,,9.4719900,,2016-11-30,2017-03,2016-12-01
WASP-131 b,14h00m46.46s,210.1935714,-30d35m00.99s,-30.5836084,0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,5.32205050955,17.10380871,1.52590224,,,2460043.84461200,BJD,0,,0.65627795,3.8815964,,,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,6030.00,1.957570,4.094350,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,29.95901,320.15263,-17.13288,218.85944,10.6210000,10.0680000,8.8950010,8.6530000,8.5730000,,,,,,8.5370000,8.5660000,8.5230000,8.1920000,9.8670800,,9.4719900,,2023-06-27,2017-07,2023-06-27
